<label>|<Sentence Text>|<Always deliberative>|<Non-IIA>|<Sentiment>|<Subjectivity>
D0|Focus of site Strong work f increasing foc retention and self-sufficienc community in employer invo|||0.997099042|3.46E-05
|||||
D0|Rural Scott C urban Indiana generally strong economy.|||0.990028679|0.021649746
|||||
D0|Urban, generally strong economy with pockets of concentrated poverty.|||0.864115894|0.005956047
|||||
D0|ADDITIONAL INFORMATION ABOUT SITES: MARYLAND (1) The state has a contract with Giant Foods to train and place approximately 80 people|||-0.983166456|0.000710838
D0|To date, Giant has hired 45 welfare recipients|||0.987996519|0.000171065
D0|This is a partnership between Giant, the PIC, and the local welfare office in Prince Georges County|||0.999094009|1.87E-07
D0|Giant provides the PIC with hiring requirements|||0.996694922|0.7016702
D0|The local welfare office identifies possible candidates and does initial screening and selection|||0.995533586|0.002546821
D0|Those who meet criteria go to PIC for a two week pre-employment training|||0.804050565|0.002644977
D0|Giant hires and provides 6 weeks of paid on the job training (funded by the state)|||0.932386339|3.77E-07
D0|Individuals are hired as cashiers, pharmacy and bakery clerks, and meat wrappers, as union employees with full benefits and wages commensurate with others in the food industry|||0.944671154|1.38E-09
D0|A job coach is available to help people succeed on the job and work with the local welfare agency to solve problems, arrange support services, etc|||0.900247037|1.60E-07
D0|The fact that individuals are welfare recipients is kept confidential and invisible to other employees|||0.976447999|0.001345495
D0|Initial numbers look good and apparently clients are clamoring to join this program.|||0.595419765|0.96895623
|||||
D0|Site information: training takes place at Giant's training facility in Greenbelt MD|||0.784499705|4.41E-08
D0|Welfare recipients participate in the same training as other new hires|||-0.615586996|0.000179371
D0|Visit could either be to the training facility or to a Giant store, though the training facility would probably make more sense.|||-0.99279201|0.000101598
|||||
D0|(2) Anne Arundel County has a one-stop job center that has gotten a lot of positive attention|||0.985564172|8.65E-05
D0|It integrates the Department of Labor's automated job bank and social services at one site and provides lots of flexibility to provide whatever services people need to get employed and leave welfare|||0.998707294|0.002830116
D0|The center serves as a single point of contact for any job seeker (welfare or not)|||0.9848454|0.001558452
D0|Maryland staff indicate this makes a good visit.|||0.99432385|0.050947137
|||||
D0|(3) The Job Connection is a public-private partnership with local departments of welfare, small businesses, local chambers of commerce and APG (a national consulting firm that supports small businesses}|||0.996396005|5.43E-09
D0|The goal is to place 2,500 welfare recipients over the next 27 months|||-0.527740419|0.003128903
D0|The project has been operating for several months|||0.982750952|0.00135288
D0|Small businesses notify the Job Connection (via a 1-800 number) when they have a vacancy|||-0.998365939|4.61E-10
D0|The Job Connection geocodes the job location, and provides geocoded information about nearby supportive services, i.e child care and transportation|||0.974622726|2.15E-05
D0|They then fax this information to the local welfare department, who has 72 hours to respond with job candidates|||0.533151984|2.47E-08
D0|Once someone is hired, APG and the Chamber help the small business qualify for federal and state tax credits.|||0.973003983|9.49E-06
|||||
D0|Site information: The Job Connection is based in Columbia, MD|||0.830875933|5.21E-06
D0|Most of the work at the site is â€˜virtual'--i.e by phone and fax|||-0.978063464|0.002068018
D0|We could see staff receiving and making referrals and geocoding information, but would not likely see welfare to work participants.|||-0.999441445|0.07507037
|||||
D0|MILWAUKEE We could visit one of the Wisconsin Works (W-2) Job Centers|||0.911189795|0.019765822
D0|These are one-stop employment centers for job seekers and employers|||0.996372104|1.59E-06
D0|They are each operated by a different private contractor (Goodwill, YW Works, Opportunities Industrialization Center, Maximus, and United Migrant Opportunity Service)|||-0.901269197|1.49E-11
D0|The Private Industry Council of Milwaukee serves as the W-2 Contracts Administrator and coordinator for all 5 contractors.|||0.992351472|4.84E-07
|||||
D0|NOTE: a British parliamentary delegation recently visited Wisconsin, and representatives from Blair's administration attended a recent trans-Atlantic seminar on welfare reform sponsored by Hudson Institute.|||-0.68240571|1.41E-06
|||||
D0|INDIANA Indiana is proud of several welfare reform initiatives|||0.994428039|0.8704446
D0|While it is not a county-administered welfare system, there is a strong emphasis on devolution and local involvement in planning and designing welfare reform|||0.880287588|0.05342991
D0|Funds are provided to support local initiatives, particularly to build community supports to ensure that people leaving welfare are successful in maintaining employment and self-sufficiency|||0.994635999|0.005817488
D0|The state feels it has successfully gone through the culture change to work first (confirmed in a recent Abt evaluation)|||0.99811089|0.01290232
D0|It is now dealing with the next stage, i.e what happens once someone gets a job and leaves welfare|||-0.556350172|0.3652414
D0|They are focusing on life long learning and increasingly partnering with businesses to address the longer term self-sufficiency issues|||0.983935475|0.000466915
D0|[I will follow up after the W2W Partnership event on 12/15 to get suggestions on a possible site to visit.]|||-0.703061104|0.46825004
|||||
D0|They have just launched a major public-private partnership on child care with large companies putting private dollars into a fund to support child care initiatives around the state (not restricted to current/former welfare recipients)|||0.824739695|1.18E-09
D0|Indiana has transferred $62 million in TANF savings to the CCDF to boost child care funds available for working families|||-0.543574929|0.000149092
D0|Like many places, Indiana finds transportation to be a major challenge|||-0.768108964|0.001010415
D0|The state is about to award $5 million in â€˜barrier bustingâ€™ grants to localities, with about 85% of the grants focusing on transportation|||-0.948312759|0.92445856
D0|Particularly in rural and suburban areas, mass transit is not sufficient to address the needs of welfare recipients going to work|||-0.984002769|1.24E-05
D0|Local areas will use funds to help people repair cars, make car loans, pay for drivers licenses, etc.|||0.960644484|3.80E-08
|||||
D0|FYI: A class action suit on family cap was recently filed in Indiana.|||0.748994231|0.057267297
|||||
D0|FLORIDA Staff in the Governor's Washington office is exploring potential initiatives sites with state staff and will get back to us by the end of the week with some ideas|||0.98412019|1.49E-05
D0|They have suggested coordinating the State WAGES board (the private/public board governing the program) as well as the local WAGES coalition wherever we might want to visit|||0.544902325|3.09E-07
D0|Generally, Florida's welfare reform program is thoughtful, well managed, relatively mature|||0.996998787|0.99636406
D0|One interesting item that I'm getting more information about--they have evidence of improved school performance of children whose parents went to work through welfare reform.|||0.883538783|0.9268783
